Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
1729,"""WATER QUALITY OF CANAL""","""NEAR PRAGATI VIDYABHAWAN""","""TRIPURA""",27,30,28.8,1.1,2.1,1.5,8.5,8.9,8.8,372,376,375,28.3,35.3,31.4,5.24,5.82,5.61,580,680,627,860,880,873
2726,"""WATER QUALITY OF CANAL""","""UPPER GANGA CANAL DOWNSTREAMHARIKIPAURI, HARIDWAR""","""UTTARAKHAND""",13.2,22,18.4,6.8,10.2,8.4,6.8,8.3,7.6,120,205,146,1.2,5,3.1,NA,NA,NA,1,1,1,170,700,283
2512,"""WATER QUALITY OF CANAL""","""NOAI CANAL NORTH 24 PARGANAS, NEAR GANGA NAGAR MOTIBRIDGE""","""WEST BENGAL""",19,34.5,26.7,0,0.8,0.3,6.8,7.6,7.3,316,1899,1151,6,61,26.3,0.21,1.5,0.74,2300000,110000000,18236364,3000000,140000000,24727273
2513,"""WATER QUALITY OF CANAL""","""KHARDA CANAL NORTH 24 PARGANAS,NEAR JAYSHREE CHEMICAL INDUSTRY""","""WEST BENGAL""",20,31,27.4,0,0.9,0.1,6.7,7.4,7.1,582,1186,990,12,123,57.7,0.35,2.6,1.12,14000000,500000000,125454545,22000000,900000000,203636364
2047,"""WATER QUALITY OF DRAINS""","""N-CHOE (ATTAWA CHOE)""","""CHANDIGARH""",20,29,25.3,0.5,7.1,2.9,7,7.1,7,645,786,717,48,72,60,0.08,0.35,0.22,NA,NA,NA,NA,NA,NA
2048,"""WATER QUALITY OF DRAINS""","""PATIALA KI RAO""","""CHANDIGARH""",20,28,24,0.8,0.8,0.8,7,7.2,7.1,1026,1089,1058,151,151,151,0.59,1.41,1,NA,NA,NA,NA,NA,NA
2049,"""WATER QUALITY OF DRAINS""","""SUKHNA CHOE""","""CHANDIGARH""",20,25,22.5,NA,NA,NA,7.2,7.2,7.2,895,922,909,137,147,142,0.45,1.54,1,NA,NA,NA,NA,NA,NA
1377,"""WATER QUALITY OF DRAINS""","""NAJAFGARH DRAIN -WAZIRABAD B/C YAMUNA""","""DELHI""",NA,NA,NA,NA,NA,NA,6.8,7.8,7.3,NA,NA,NA,28,91,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,"""WATER QUALITY OF DRAINS""","""CIVIL MILL DRAIN, DELHI""","""DELHI""",NA,NA,NA,NA,NA,NA,7.1,7.5,7.3,NA,NA,NA,12,156,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,"""WATER QUALITY OF DRAINS""","""POWER HOUSE DRAIN, DELHI""","""DELHI""",NA,NA,NA,NA,NA,NA,7,7.5,7.3,NA,NA,NA,36,139,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,"""WATER QUALITY OF DRAINS""","""SEN NURSING HOME DRAIN, DELHI""","""DELHI""",NA,NA,NA,NA,NA,NA,7.1,7.5,7.3,NA,NA,NA,30,166,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,"""WATER QUALITY OF DRAINS""","""BARAPULA DRAIN, DELHI""","""DELHI""",NA,NA,NA,NA,NA,NA,7.2,7.6,7.3,NA,NA,NA,39,87,63.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,"""WATER QUALITY OF DRAINS""","""SHAHDARA DRAIN, DELHI""","""DELHI""",NA,NA,NA,0,2.4,0.2,6.8,8,7.6,NA,NA,NA,12,59,29.8,NA,NA,NA,NA,NA,NA,1500000,1600000000,211830000
1857,"""WATER QUALITY OF DRAINS""","""MAHARANI BAGH DRAIN""","""DELHI""",NA,NA,NA,NA,NA,NA,7.1,7.5,7.2,NA,NA,NA,57,253,132.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,"""WATER QUALITY OF DRAINS""","""SARITA VIHAR, DELHI""","""DELHI""",NA,NA,NA,NA,NA,NA,7.1,7.6,7.4,NA,NA,NA,31,623,235.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2178,"""WATER QUALITY OF DRAINS""","""CHIKHALI NALLAH MEETS GODAVARI""","""MAHARASHTRA""",25,26,25.2,1.1,6.2,3.8,5.9,7.6,7,355,1915,1190,4.8,30,15.5,0.17,4.98,2.51,22,170,59,60,900,316
2782,"""WATER QUALITY OF DRAINS""","""RABODI NALLAH, RABODI, THANE""","""MAHARASHTRA""",28,34,30.5,1.2,4.7,2.6,6.9,7.4,7.2,386,9630,1342,13,200,89,0.19,4.12,1.55,250,1800,1442,550,1800,1529
2783,"""WATER QUALITY OF DRAINS""","""COLOUR CHEMICAL NALLAH, THANE""","""MAHARASHTRA""",28,34,30.6,0.6,5.2,2.5,7.1,7.5,7.3,1237,3982,2297,7,85,35.5,0.09,4.18,1.58,250,1800,1308,550,1800,1571
2784,"""WATER QUALITY OF DRAINS""","""SANDOZ NALLAH, SANDOZBAUG""","""MAHARASHTRA""",29,32,30.5,1.4,6,3.2,7.3,7.7,7.5,557,2868,1718,9,160,65.2,0.49,6.36,2.66,350,1800,1209,900,1800,1445
2785,"""WATER QUALITY OF DRAINS""","""BPT NAVAPUR (DISCHARGE FROM MIDC TARAPUR), PALGHAR, THANE""","""MAHARASHTRA""",27,30,27.5,NA,NA,NA,5.6,8.3,7.3,4343,7412,5955,110,800,336.7,0.99,27.3,5.18,140,1800,1095,250,1800,1263
2786,"""WATER QUALITY OF DRAINS""","""TARAPUR MIDC NALLA (NR SUMP 1)""","""MAHARASHTRA""",27,30,27.3,NA,NA,NA,4.3,7.4,6.5,1536,9769,4039,44,600,235.3,0.47,4.35,2.04,110,1800,1112,225,1800,1185
2787,"""WATER QUALITY OF DRAINS""","""TARAPUR MIDC NALLA (NR SUMP 2),""","""MAHARASHTRA""",27,30,27.3,1,6.5,4.3,6.3,9.2,7.5,124,7203,2197,6,875,180.4,0.26,6.57,2.2,80,1800,889,250,1800,1038
2788,"""WATER QUALITY OF DRAINS""","""TARAPUR MIDC NALLA (NR SUMP 3),""","""MAHARASHTRA""",27,30,27.5,2.8,2.8,2.8,3.8,9.4,5.9,1789,20570,6545,110,675,312.5,2.3,7.98,3.8,130,1800,797,350,1800,1050
2789,"""WATER QUALITY OF DRAINS""","""NALLA AT DOWNSTREAM OF AKLAI MANDIR, AKLAI, MALSHIRAS, SOLAPUR""","""MAHARASHTRA""",20,38,27.7,1.2,5.1,3.5,7.6,9,8.2,4,2193,1406,7.4,12,9.4,0.22,2.1,0.79,95,350,248,350,1800,1348
2790,"""WATER QUALITY OF DRAINS""","""PIMPAL-PANERI NALLA NR FINOLEXINDST., YAHGANIGAON, RATNAGIRI""","""MAHARASHTRA""",27,29,27.8,4.9,7.6,6.3,5.7,8,7.2,168,1674,1199,2,4.2,2.7,0.45,15.39,2.56,2,9,5,70,220,128
1391,"""WATER QUALITY OF LAKE, POND & TANK""","""HUSSAIN SAGAR LAKE, BUDAMERU""","""ANDHRA PRADESH""",25,40.5,31.9,0.9,7.1,3.8,6.9,8.5,7.8,1064,1629,1403,23.5,58,39.8,0.4,26,13.09,7,1600,489,900,1600,1460
1447,"""WATER QUALITY OF LAKE, POND & TANK""","""DHARMASAGAR TANK NEARWARANGAL""","""ANDHRA PRADESH""",25,40,28.1,5.8,7.8,6.8,7.2,8.9,7.9,249,429,296,1.5,6.2,3.1,2.4,15,6.06,7,1600,582,1600,1600,1600
1464,"""WATER QUALITY OF LAKE, POND & TANK""","""BIBINAGAR TANK""","""ANDHRA PRADESH""",26,38,29.3,3.8,6.5,5.4,7.3,9,8.4,498,680,570,0.8,4.6,2.7,0.16,28.3,14.06,5,38,23,85,480,210
1780,"""WATER QUALITY OF LAKE, POND & TANK""","""GANDIGUDEM ,MEDAK DISTRICT""","""ANDHRA PRADESH""",26,31,27.9,3.2,7.5,5.3,7.3,8.2,7.7,1248,3260,2285,4,12,6.4,0.08,1.9,0.63,15,78,32,160,540,318
1783,"""WATER QUALITY OF LAKE, POND & TANK""","""KISTAREDDYPET TANK , MEDAK DIST.""","""ANDHRA PRADESH""",26,30,28,2,6.1,4,6.6,7.6,7.1,2820,5360,4123,4,24,8.6,0.18,0.56,0.38,16,100,49,175,530,333
1788,"""WATER QUALITY OF LAKE, POND & TANK""","""SAROONAGAR , RANGA REDDY DIST""","""ANDHRA PRADESH""",24,29,26.3,3.3,5.3,4.4,7,8.6,7.9,1332,1764,1542,29,136,64.6,0.73,27.1,9.43,280,1600,1196,1600,1600,1600
1789,"""WATER QUALITY OF LAKE, POND & TANK""","""HIMAYAT SAGAR LAKE , R.R.DIST.""","""ANDHRA PRADESH""",23,29,25.9,4.3,14,7.1,7.1,8.8,7.8,369,471,413,0.1,7,3.7,0.1,6,2.84,4,900,468,500,1600,1380
1790,"""WATER QUALITY OF LAKE, POND & TANK""","""PULICATE LAKE , NELLORE DIST.""","""ANDHRA PRADESH""",29,30,29.6,3.5,5.9,5,6.6,7.9,7.5,18700,53400,38464,0.5,1.6,0.9,2.3,18,10.41,4,6,5,1300,2600,1767
2340,"""WATER QUALITY OF LAKE, POND & TANK""","""LAXMINARAYANA CHEVURU ATEDULABAD,RANGAREDDY""","""ANDHRA PRADESH""",24,29,26.7,0.8,11.2,5.5,7.4,8.6,8.2,1046,1670,1292,7.5,37,22.8,0.8,5.86,2.02,220,900,560,1600,1600,1600
2341,"""WATER QUALITY OF LAKE, POND & TANK""","""MIRALAM LAKE NEAR ZOO PARK, RANGAREDDY""","""ANDHRA PRADESH""",23,40.5,32.3,0.8,5.3,3.1,5.1,9,7.8,981,1579,1385,5.5,26,11.5,1.9,33.4,11.33,60,900,434,1600,1600,1600
2342,"""WATER QUALITY OF LAKE, POND & TANK""","""NOOR MD. KUNTA, KATTEDAN,RANGAREDDY""","""ANDHRA PRADESH""",22,29,26.1,2.1,3.4,2.8,6.9,9.1,8,2126,2801,2465,16.5,43,28.2,0.78,12.2,5.85,280,1600,806,1600,1600,1600
2343,"""WATER QUALITY OF LAKE, POND & TANK""","""PREMAJIPET TANK, KATTEDAN, RANGAREDDY""","""ANDHRA PRADESH""",24,27,25.9,4,14.3,7.5,3.1,8.3,5.6,1271,7444,4861,4.5,39,17.4,0.1,0.98,0.42,280,500,390,1600,1600,1600
2344,"""WATER QUALITY OF LAKE, POND & TANK""","""NALLA CHEVURU,RANGAREDDY""","""ANDHRA PRADESH""",24,27,25.6,0.4,8.1,2.8,6.9,8.4,8,1383,1992,1582,28,66,43.3,13,82,35.08,240,500,370,1600,1600,1600
2345,"""WATER QUALITY OF LAKE, POND & TANK""","""SAI CHEVURU, NEAR TANNERY INDUSTRIES, DESAIPET, WARANGAL""","""ANDHRA PRADESH""",21,35,28.4,1.5,12,6.3,7.3,9,8.1,8450,19550,11948,5,25,11.5,1.61,18,8.3,27,500,156,900,1600,1460
2346,"""WATER QUALITY OF LAKE, POND & TANK""","""BHADRAKALI CHEVURU, BHADRAKALITEMPLE, WARANGAL""","""ANDHRA PRADESH""",26,35,29.7,5.4,9,7.4,7.3,8.4,8,323,443,381,1.5,7.2,4.8,0,27.6,12.69,90,1600,620,1600,1600,1600
2347,"""WATER QUALITY OF LAKE, POND & TANK""","""ASANI KUNTA,KAJIPALLY,MEDAK""","""ANDHRA PRADESH""",26,29,27,NA,NA,NA,5.6,7.7,6.8,6030,18150,11137,39,320,173.3,0.05,1.54,0.42,10,140,67,50,900,540
2348,"""WATER QUALITY OF LAKE, POND & TANK""","""KAJIPALLY TANK,KAJIPALLY,MEDAK""","""ANDHRA PRADESH""",26,28.5,27.5,NA,NA,NA,6.5,7.6,6.9,110,11180,7059,75,115,94.5,1,2.6,1.92,72,215,117,120,675,364
2353,"""WATER QUALITY OF LAKE, POND & TANK""","""KONDACHARLA-AAVA LAKE, PARAWADA PHARMA CITY, VISHAKHAPATNAM""","""ANDHRA PRADESH""",25,30,26.5,5.6,6.4,6,6.9,7.9,7.5,454,726,610,1,1.4,1.1,3,58,23.63,3,3,3,21,460,218
2357,"""WATER QUALITY OF LAKE, POND & TANK""","""DURGAM CHEVURU""","""ANDHRA PRADESH""",20,28,24.6,0.6,10,3.6,6.8,8.9,7.8,1135,1427,1275,2.3,80,41.3,0.1,10,2.66,80,1600,716,1600,1600,1600
2358,"""WATER QUALITY OF LAKE, POND & TANK""","""MALLAPUR TANK""","""ANDHRA PRADESH""",22,28,25.9,0.5,2,1.2,7,8.1,7.6,1703,2195,1844,13.5,70,42.9,0.77,41,21.57,280,900,616,1600,1600,1600
2359,"""WATER QUALITY OF LAKE, POND & TANK""","""PEDDA CHEVURU""","""ANDHRA PRADESH""",24,28,26,0.8,10.7,5.2,7.1,8.5,7.9,2124,3800,2484,7.9,85,45.3,0,27.6,11.63,130,1600,806,900,1600,1460
1388,"""WATER QUALITY OF LAKE, POND & TANK""","""ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING""","""KARNATAKA""",23,28,25.3,8,9.1,8.4,5.5,10,8.1,399,884,604,4,43,20.5,0.52,5,2.17,220,500,407,140,1600,697
1446,"""WATER QUALITY OF LAKE, POND & TANK""","""HEBALLA VALLEY LAKE AT DOWNSTREAM ROADBRIDGE NR. MANDYA""","""KARNATAKA""",25,30,26.5,4,6,4.7,7.2,7.7,7.5,373,548,480,2,8,4.5,0.32,1.1,0.86,1600,1600,1600,1600,1600,1600
1383,"""WATER QUALITY OF LAKE, POND & TANK""","""ORUVATHILKOTTA LAKE""","""KERALA""",28,29,28.5,2.8,8,6.5,6.3,7.8,7,440,2500,1588,1.6,4.4,2.4,1,1.95,1.48,300,900,700,1300,1600,1525
1385,"""WATER QUALITY OF LAKE, POND & TANK""","""SASTHAMCOTTA LAKE""","""KERALA""",26.1,28.6,27.1,6.1,7.6,6.6,6.7,7,6.9,52,63,56,0.3,0.7,0.5,0.2,0.8,0.4,110,400,190,350,900,550
1441,"""WATER QUALITY OF LAKE, POND & TANK""","""ASHTHAMUDI LAKE AT QUILON""","""KERALA""",26.6,28.3,27.7,4.2,6.1,5.3,7.2,7.7,7.5,1212,42250,20434,0.9,5.9,2.5,0.2,3.19,1.22,80,300,170,170,900,468
1574,"""WATER QUALITY OF LAKE, POND & TANK""","""PARAVUR""","""KERALA""",27,28.1,27.4,5.8,6.8,6.2,7.1,7.5,7.3,882,30780,8862,1,2.4,1.6,0.14,2,0.84,80,220,158,220,700,480
1575,"""WATER QUALITY OF LAKE, POND & TANK""","""KOCHI (OIL TANKER JETTY)""","""KERALA""",26,31,29,5,5.2,5.1,7,8,7.5,4190,48000,25948,1.7,2.9,2.4,0.14,1,0.41,300,3500,1150,500,6000,3575
1576,"""WATER QUALITY OF LAKE, POND & TANK""","""THEKKADY""","""KERALA""",24.8,26,25.6,6.3,7.4,6.9,7.1,7.6,7.4,39,48,42,0.3,0.5,0.5,0.1,0.24,0.15,350,2200,900,500,3500,1400
1577,"""WATER QUALITY OF LAKE, POND & TANK""","""KODUNGALLOOR""","""KERALA""",27,30,28,5.9,7.2,6.3,7.1,7.5,7.3,5025,29000,18554,0.5,3.2,1.8,0.3,0.36,0.32,90,3500,1248,300,5000,1950
1578,"""WATER QUALITY OF LAKE, POND & TANK""","""KAYAMKULAM""","""KERALA""",26.5,27,26.8,5.2,7.8,6.1,6.4,7.6,7,2300,42000,25325,1.9,3.3,2.6,0,0.4,0.12,110,600,245,300,900,600
1579,"""WATER QUALITY OF LAKE, POND & TANK""","""ALAPPUZHA""","""KERALA""",25.5,26.5,26.1,5.6,6.2,5.9,6.3,7.1,6.7,111,1260,477,1.2,3.3,2,0.12,0.47,0.25,300,1400,725,500,7000,2425
1580,"""WATER QUALITY OF LAKE, POND & TANK""","""POOKOTE""","""KERALA""",23,24.5,23.9,5.8,7.3,6.7,6.3,6.8,6.5,24,26,25,0.3,1.5,0.8,0.08,0.08,0.08,2,11,6,21,60,40
2312,"""WATER QUALITY OF LAKE, POND & TANK""","""VEMBANADU AT PATHIRAMANAL(ALAPPUZHA)""","""KERALA""",26,27,26.6,5.7,7.4,6.8,6.4,7.2,6.8,78,2400,740,1.2,2.2,1.6,0.05,0.5,0.2,2,400,193,4,700,381
2318,"""WATER QUALITY OF LAKE, POND & TANK""","""PAZHASSI RESERVOIR (KANNUR)""","""KERALA""",23.5,33.5,29,6.6,8,7.5,6.9,7.7,7.4,40,56,51,0.6,1.3,1,0.02,0.23,0.15,2,220,76,40,500,283
2325,"""WATER QUALITY OF LAKE, POND & TANK""","""POND AT (PADMANABHA) SREEPADMANABHA SWAMY TEMPLE (TVPM)""","""KERALA""",26.5,30,27.8,5.5,8,7.5,6.7,8.2,7.6,182,284,244,1.6,4.8,3.3,0.1,0.18,0.13,170,900,503,500,3500,1525
2328,"""WATER QUALITY OF LAKE, POND & TANK""","""RSVR AT MALAMPUZHA""","""KERALA""",24.5,27,25.5,6.9,7.4,7.1,7.4,7.6,7.5,70,144,96,0.4,0.7,0.6,0.05,0.2,0.15,2,900,406,40,1600,885
2329,"""WATER QUALITY OF LAKE, POND & TANK""","""RSVR AT BHOOTHATHANKETU""","""KERALA""",24,30,26.2,7.9,8,7.9,7,7.2,7.1,26,28,27,0.6,1.4,1,0.03,0.2,0.09,22,110,57,50,350,170
2330,"""WATER QUALITY OF LAKE, POND & TANK""","""RSVR AT EDAMALAYAR""","""KERALA""",25,31,27.8,7.8,8,8,6.9,7.3,7.1,24,26,25,0.7,1.2,1,0.07,1.2,0.79,2,300,101,50,500,183
1396,"""WATER QUALITY OF LAKE, POND & TANK""","""OSTERI LAKE""","""PONDICHERRY""",27,32,29.5,6.5,77,30.4,6.3,9.2,8,51,321,231,0.9,2,1.5,0.05,0.15,0.1,7,7,7,170,170,170
1686,"""WATER QUALITY OF LAKE, POND & TANK""","""BAHOUR LAKE""","""PONDICHERRY""",27,31,29,4.3,6,5.2,7.6,8.6,8.1,301,524,413,1.7,1.7,1.7,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA
1420,"""WATER QUALITY OF LAKE, POND & TANK""","""KODAI KANAL LAKE""","""TAMILNADU""",18,21,19.3,6,6.9,6.5,5.9,7.1,6.5,75,206,111,2.2,12.7,5.7,0.07,0.25,0.14,0,11,6,7,33,12
1421,"""WATER QUALITY OF LAKE, POND & TANK""","""UDHAGAMADALEM LAKE (OOTY)""","""TAMILNADU""",16,22,18.9,2.5,9.1,4.8,6.8,8.4,7.6,276,678,407,0.9,20.6,10.1,0.1,3.74,0.78,110,35000,6148,210,92000,13351
1452,"""WATER QUALITY OF LAKE, POND & TANK""","""YERCAUD LAKE, SALEM""","""TAMILNADU""",23,25,24.5,6.3,8.7,7.7,7.2,8.6,8,212,277,249,0.2,2.4,1.5,0.05,1.37,0.4,110,460,186,260,940,371
3007,"""WATER QUALITY OF LAKE, POND & TANK""","""VEERANAM LAKE AT CUDDALORE""","""TAMILNADU""",27,36,32,6.1,8.7,7.9,7.3,9.3,8.3,244,728,487,0.5,3.9,1.5,0.06,0.37,0.21,110,170,137,210,330,282
3008,"""WATER QUALITY OF LAKE, POND & TANK""","""POONDI LAKE AT THIRUVALLUR""","""TAMILNADU""",NA,NA,NA,4.4,6.9,6,7.7,8.6,8.2,455,830,562,2,3,2.2,0.06,0.3,0.15,230,8000,2086,300,13000,3974
3009,"""WATER QUALITY OF LAKE, POND & TANK""","""REDD HILLS AT THIRUVALLUR""","""TAMILNADU""",NA,NA,NA,4.7,6.9,6.2,7.2,8.9,7.9,442,570,484,1,2,1.9,0.1,1.3,0.25,230,9000,2068,500,16000,5422
3010,"""WATER QUALITY OF LAKE, POND & TANK""","""PORUR LAKE AT THIRUVALLUR""","""TAMILNADU""",20,25,23.6,5.6,6.7,6.2,7.6,9.2,8.3,440,522,475,2,7,2.7,0.06,0.41,0.17,170,5400,1524,500,16000,3650
3011,"""WATER QUALITY OF LAKE, POND & TANK""","""PULICATE LAKE AT THIRUVALLUR""","""TAMILNADU""",NA,NA,NA,3.7,6.7,5.5,7.6,8.3,8.1,18880,55200,38488,2,8,3.3,0.08,3.9,0.64,8,330,176,8,1700,567
1549,"""WATER QUALITY OF LAKE, POND & TANK""","""SALAULIM LAKE AT SALAULIM - SANGUEM""","""GOA""",23,35,29.3,5.9,7.8,6.9,5.7,7.8,6.6,45,69,58,0.3,6.3,1.8,0.03,3.91,0.6,4,7,5,4,125,85
2269,"""WATER QUALITY OF LAKE, POND & TANK""","""MAYEM LAKE, BICHOLIM""","""GOA""",23,32,28.1,5.2,8.1,6.8,5.3,7.6,6.3,42,84,54,0.3,4.2,1.9,0.02,1.08,0.24,4,15,8,4,225,147
1345,"""WATER QUALITY OF LAKE, POND & TANK""","""AJWAH LAKE AT SRI SAYAJI SABVAR,BARODA""","""GUJARAT""",26,31,27.8,6,9,7.9,8.1,8.7,8.5,230,366,285,1.8,5,3.2,0.06,0.21,0.13,2,4,3,4,11,7
1346,"""WATER QUALITY OF LAKE, POND & TANK""","""SURSAGAR LAKE AT BARODA""","""GUJARAT""",26,31,28.3,3.2,8.9,7.1,7.6,8.3,8.1,1894,3610,2434,5,12,7.8,0.24,0.72,0.39,4,14,8,14,60,32
1972,"""WATER QUALITY OF LAKE, POND & TANK""","""NALSAROVAR LAKE (SANAND), DIST.AHMEDABAD""","""GUJARAT""",24,24,24,8.2,8.2,8.2,7.7,7.7,7.7,2806,2806,2806,4,4,4,0.86,0.86,0.86,43,43,43,240,240,240
1976,"""WATER QUALITY OF LAKE, POND & TANK""","""NARSIMEHTA TALAV- JUNAGADH""","""GUJARAT""",27,27,27,5.1,5.1,5.1,7.5,7.5,7.5,1040,1040,1040,8,8,8,0.36,0.36,0.36,110,110,110,170,170,170
1977,"""WATER QUALITY OF LAKE, POND & TANK""","""CITY LAKE OF NADIAD""","""GUJARAT""",27,29,28,3.3,8,5.7,8.3,8.8,8.6,1669,2409,2039,5,10,7.5,0.26,0.36,0.31,3,6,5,11,34,23
2077,"""WATER QUALITY OF LAKE, POND & TANK""","""MOTICHER LAKE NR KAKARPARATOMIC POWER STATION, SURAT.""","""GUJARAT""",27,31,28.8,5.6,7.4,6.6,7.7,8.1,7.9,306,386,341,1.4,2.7,1.9,0.03,0.21,0.12,430,4300,1590,1500,24000,7500
2079,"""WATER QUALITY OF LAKE, POND & TANK""","""DHUDHIA TALAV AT NAVSARI, DIST. NAVSARI.""","""GUJARAT""",27,30,28.5,6.8,7.2,7,7.8,8.2,8,418,871,562,1.8,2.2,2,0.17,0.22,0.2,400,900,608,900,1500,1208
1373,"""WATER QUALITY OF LAKE, POND & TANK""","""UPPER LAKE AT BHOPAL (INTAKEPOINT)""","""MADHYA PRADESH""",32,32,32,6.5,8.1,7.3,7.6,8.2,7.9,264,308,286,4.1,4.1,4.1,3.6,3.6,3.6,2,2,2,11,70,41
1374,"""WATER QUALITY OF LAKE, POND & TANK""","""LOWER LAKE AT BHOPAL OUTLET""","""MADHYA PRADESH""",36,36,36,9,11.3,10.2,7.9,8,8,264,370,317,4.2,4.5,4.4,1.63,1.63,1.63,2,2,2,13,1600,807
2128,"""WATER QUALITY OF LAKE, POND & TANK""","""KHANDARI RESERVOIR WATER OFFTAKE POINT""","""MADHYA PRADESH""",12.7,32,22.3,6.8,8.3,7.7,7.3,7.9,7.6,239,791,465,0.8,2.1,1.4,0.3,1.8,1.11,NA,NA,NA,4,460,103
2129,"""WATER QUALITY OF LAKE, POND & TANK""","""PERIAT TANK JABALPUR""","""MADHYA PRADESH""",12,33,23.3,6.9,8.4,7.6,7.2,7.8,7.5,199,817,451,1,3.6,2,0.09,1.8,0.98,NA,NA,NA,28,120,47
2135,"""WATER QUALITY OF LAKE, POND & TANK""","""GOVINDGARH TANK""","""MADHYA PRADESH""",23.5,23.5,23.5,8,8,8,7.3,7.3,7.3,NA,NA,NA,4.3,4.3,4.3,4.41,4.41,4.41,80,80,80,350,350,350
2136,"""WATER QUALITY OF LAKE, POND & TANK""","""SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL, BHOPAL""","""MADHYA PRADESH""",35,35,35,9,9,9,7.5,7.9,7.7,593,880,737,4.8,8.5,6.7,1.42,1.42,1.42,26,26,26,140,1600,870
2137,"""WATER QUALITY OF LAKE, POND & TANK""","""UPPER LAKE AT YATCH CLUB""","""MADHYA PRADESH""",33,33,33,6.7,9,7.9,8,8.3,8.2,260,264,262,4.2,4.5,4.4,3,3,3,2,2,2,13,1600,807
2138,"""WATER QUALITY OF LAKE, POND & TANK""","""UPPER LAKE AT KARBALA CLUB""","""MADHYA PRADESH""",NA,NA,NA,10.1,10.1,10.1,8.4,8.4,8.4,270,270,270,5.5,5.5,5.5,NA,NA,NA,4,4,4,14,14,14
2139,"""WATER QUALITY OF LAKE, POND & TANK""","""UPPER LAKE AT BAIRAGARH CLUB""","""MADHYA PRADESH""",NA,NA,NA,9.8,9.8,9.8,8.4,8.4,8.4,270,270,270,4.5,4.5,4.5,NA,NA,NA,4,4,4,13,13,13
2140,"""WATER QUALITY OF LAKE, POND & TANK""","""KERWA DAM NEAR REST HOUSE, BPL""","""MADHYA PRADESH""",NA,NA,NA,8.5,8.5,8.5,8.3,8.3,8.3,368,368,368,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,7,7,7
2141,"""WATER QUALITY OF LAKE, POND & TANK""","""JANUNIA TALAB NEAR W/S""","""MADHYA PRADESH""",NA,NA,NA,8.8,8.8,8.8,8.4,8.4,8.4,321,321,321,4.3,4.3,4.3,NA,NA,NA,2,2,2,13,13,13
1285,"""WATER QUALITY OF LAKE, POND & TANK""","""PICHOLA LAKE AT UDAIPUR (WATERINTAKE POINT)""","""RAJASTHAN""",17,24,22.7,5.2,6.4,5.9,7.2,8.7,8.2,460,740,633,0.3,2,1,0.02,0.58,0.27,3,14,5,4,2400,211
1286,"""WATER QUALITY OF LAKE, POND & TANK""","""UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.)""","""RAJASTHAN""",18,24,23,3.2,5.8,4.5,7.5,9.1,8.5,1020,1830,1552,0.5,7.8,3.7,0.08,1.24,0.57,3,20,6,7,1100,168
1414,"""WATER QUALITY OF LAKE, POND & TANK""","""PUSHKAR LAKE""","""RAJASTHAN""",19,25.5,22.4,1.2,7.4,4.8,7.3,8.7,7.9,320,580,435,0.4,9.5,4.4,0.02,0.54,0.24,1,7,5,4,210,44
1481,"""WATER QUALITY OF LAKE, POND & TANK""","""FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED""","""RAJASTHAN""",18,25,22.9,4.2,6.8,6,7.9,8.7,8.3,510,630,578,0.4,3.4,1.4,0.08,0.62,0.26,3,14,5,7,150,26
